trade_date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
2000-01-04,,,,,,,,,,
2000-01-05,,,,,,,,,,
2000-01-06,,,,,,,,,,
2000-01-07,,,,,,,,,,
2000-01-10,0.01444458806440468,0.01582628082162091,0.013418378398926172,0.02228525903981665,0.020934242782931253,0.01607160299848562,0.017546823628103635,0.023502210649358753,0.02004301535788706,0.037969162307298084
2000-01-11,-0.04954047249134915,-0.042456990833846506,-0.03159185452742799,-0.04697671739953567,-0.04110445523243905,-0.04256532453433956,-0.03676273851167216,-0.04604940055026518,-0.04504454712946047,-0.03540273958517712
2000-01-12,-0.022979946495120508,-0.024203928547058412,-0.02379050559472307,-0.021379386527255226,-0.026529074650640676,-0.02586779183964861,-0.03135135193848742,-0.03704694914291258,-0.026001762041648807,-0.04107737338195431
2000-01-13,-0.007290547601887041,-0.00782460665037716,-0.008479606626724031,-0.0048827300472811044,-0.008143129494766687,-0.008636688458770135,-0.005780258298520581,-0.00696347012773418,-0.017529201195384442,-0.01236180294655497
2000-01-14,-0.012086789221782213,-0.014427409714801708,-0.011139236522718898,-0.014651910467270312,-0.010501549968072297,-0.002502963779683869,-0.007922956066966448,-0.012291112111187746,-0.009515284937588372,-0.010948369345128054
2000-01-17,0.012023588336766651,0.021321432692106984,0.01777911065771165,0.018071749337491613,0.020424682026702896,0.018692934130337183,0.017570250799171357,0.01616062988216918,0.014707192890867242,0.019298705157954656
2000-01-18,0.00040963486072499077,-0.001595798512494138,0.004452080551559504,-0.0008010540904719464,-0.001657738228680027,-0.0045680180167568685,0.0021933539351280456,-0.0072745959991479,0.0025596378038741097,-0.013613677396601943
2000-01-19,0.005517802039273839,0.010762145760977419,0.009760283063399156,0.006534662646372361,0.012362632786036257,0.012760619358293316,0.017603458620547744,0.012592148834754353,0.017749911387341732,0.00924862891481888
2000-01-20,0.011478636901440973,0.014304421607055473,0.01328153074147455,0.005847705417295604,0.015615913572996167,0.020938861530029138,0.019624540843305508,0.022635152274810312,0.022410180989926837,0.03164053140308117
2000-01-21,-0.011049642401918823,-0.002405176299848114,0.000789867687093487,0.0071716075384957,-0.008320845743323984,-0.0025225621265536845,0.0021124891213422565,0.015358684780797103,0.014697033970715251,0.018683320304699793
2000-01-24,-0.0025355089246353393,0.018775971441190104,0.00715268691528544,0.015116941651225155,0.014019348715896761,0.010366352243289478,0.02058881894282372,0.017494950501272276,0.013692927869367565,0.01946095466374233
