trade_date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
2000-01-04,,,,,,,,,,
2000-01-05,,,,,,,,,,
2000-01-06,,,,,,,,,,
2000-01-07,,,,,,,,,,
2000-01-10,0.02207198292507569,0.012112936803375766,0.024743805831814448,0.024305818191999562,0.012787177507163239,0.017589520158664503,0.020180262797269127,0.01766666283615887,0.021130203486589862,0.02990211090195472
2000-01-11,-0.04267515917123326,-0.03803228424470964,-0.04797402108935544,-0.04318696300626693,-0.041766790236636084,-0.04873486664103964,-0.03503485423272427,-0.04234485535008484,-0.04620987575916521,-0.03182780954066656
2000-01-12,-0.035259809931401494,-0.024575270544783583,-0.025163051181768196,-0.02777067124436401,-0.01953165926165724,-0.02940910328054978,-0.02501827334236929,-0.0246507399125981,-0.02970770600289863,-0.0399176749064237
2000-01-13,-0.004975588176637517,-0.0019870410331201105,-0.009014349034844204,-0.00813129078695282,-0.009596712025613801,-0.00559757887395848,-0.014579082345540395,-0.01348950581219476,-0.006563162059072034,-0.01143466807170687
2000-01-14,-0.01620691032164304,-0.009960088169633029,-0.012607605645730439,-0.011989979852404275,-0.009455722232854952,-0.011972872460077038,-0.015710833027643065,-0.005105433194433941,-0.0113747651711025,0.00035279586306366035
2000-01-17,0.0052058214235635135,0.006852591145782831,0.011709502341027167,0.013997195325079486,0.012854969216445028,0.021325734757012126,0.024327184454701244,0.024638777185887507,0.030481637394311725,0.029938906633315658
2000-01-18,0.008559403022045116,0.0001465522613841907,0.005041606653461428,0.0024432602559679556,-0.00406598879387865,-0.0030040752508357833,-0.00980981208921672,-0.0019390719407809405,-0.0090153922983768,-0.00934154921829243
2000-01-19,0.010264532298237799,0.009552546683514476,0.015580660543532621,0.006853017785751828,0.010819864038700748,0.010504169125940172,0.010957534319412142,0.01194570309049124,0.013637054880245256,0.02110893933557952
2000-01-20,0.0034129711636660593,0.007297505966561477,0.011698421449149728,0.017410732919275144,0.018121022826994466,0.018890397180160202,0.023947094379455833,0.022300697069465754,0.02233997782746903,0.03751464480112617
2000-01-21,-0.0033831000178434012,-0.008526981056545854,-0.011760444433837577,-0.00040589484666818013,-0.004611053392121383,-0.0010815626714600396,0.001443882296082017,0.01171580227212201,0.009359699592863136,0.040563353057621286
2000-01-24,-0.004574148790042851,-0.007308351547391841,0.00011697203510823524,0.004959676372513165,0.00650342896593094,0.006417660550055384,0.02815935022225927,0.03854427581762648,0.023832014429468838,0.04580934447942097
