trade_date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
2000-01-04,,,,,,,,,,
2000-01-05,,,,,,,,,,
2000-01-06,,,,,,,,,,
2000-01-07,,,,,,,,,,
2000-01-10,0.00540481750212453,0.014055363218195057,0.010861667351653392,0.01689131169234285,0.01996523932532437,0.01872102005250281,0.023058515812701182,0.021890328632421054,0.029351190893565245,0.04620828235949096
2000-01-11,-0.029531841901615095,-0.036785924164651054,-0.04145869068548136,-0.04655678256280295,-0.03677397961424218,-0.04388118246951157,-0.04296597940069864,-0.05103545567530308,-0.04262243471121303,-0.04342725258235492
2000-01-12,-0.021900778444425388,-0.020097068462288484,-0.025636179763941752,-0.02915059768421887,-0.016960064143581702,-0.028124658659578014,-0.03715519237129938,-0.030053835665693078,-0.02912067963572434,-0.044101470558836654
2000-01-13,-0.004728229378339431,-0.008512488244255474,-0.003378781102073873,-0.011222824733213971,-0.012336695708964814,-0.011704016646046787,-0.010780042599593826,0.001474510130587594,-0.009291335678148768,-0.020648490897616334
2000-01-14,-0.010633648095963179,-0.010712355426003904,-0.0071250549368896835,-0.013104990764333304,-0.01319450904674635,-0.00959346845976753,-0.009273601665935285,-0.0061035366586152705,-0.010580500109894649,-0.014254081965009706
2000-01-17,0.011622468068185498,0.018940027891563613,0.015557705235801403,0.01379746364502718,0.01926276782302996,0.01891119808831572,0.02177098423084606,0.01786224790524326,0.020092741584064794,0.020953081455356654
2000-01-18,0.005607830334309774,-0.0003033876885877228,0.010414354143588619,-0.0012750540567650992,-0.0006281072300982644,0.005947620479633696,-0.004092891682683523,-0.00633646367236055,-0.01235179854503999,-0.015356912865013742
2000-01-19,0.01991987091586464,0.01655110665883412,0.0053042630668817675,0.008183180683928903,0.012052518144367013,0.008407408215845038,0.012427657034292574,0.008334680499409455,0.015661612806562968,0.011809170453217476
2000-01-20,0.014928925420663219,0.014239365102522604,0.011118696390821133,0.01220689620970857,0.018761055496059338,0.022725332851821815,0.01897719055254212,0.02100203008180149,0.022580597386377747,0.025447070005036418
2000-01-21,-0.0025621685400626115,-0.00031761032473858305,-0.006840892262982468,0.0002276381680907482,0.0028759003559895675,-0.005267522741303789,0.003373619210024012,0.012480720436219912,0.019775497862870133,0.011235880501778548
2000-01-24,0.004107090417354541,0.01765820495844267,0.009854117263178561,0.001676202446718797,0.008969360034982655,0.019085542315762642,0.02587660351493164,0.016712603995364648,0.016658208945783508,0.020034925263272618
