trade_date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
2000-04-26,,,,,,,,,,
2000-04-27,,,,,,,,,,
2000-04-28,,,,,,,,,,
2000-05-08,,,,,,,,,,
2000-05-09,,,,,,,,,,
2000-05-10,,,,,,,,,,
2000-05-11,,,,,,,,,,
2000-05-12,,,,,,,,,,
2000-05-15,,,,,,,,,,
2000-05-16,,,,,,,,,,
2000-05-17,,,,,,,,,,
2000-05-18,,,,,,,,,,
2000-05-19,,,,,,,,,,
2000-05-22,,,,,,,,,,
2000-05-23,,,,,,,,,,
2000-05-24,,,,,,,,,,
2000-05-25,,,,,,,,,,
2000-05-26,,,,,,,,,,
2000-05-29,,,,,,,,,,
2000-05-30,,,,,,,,,,
2000-05-31,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-02,,,,,,,,,,
2000-06-05,,,,,,,,,,
2000-06-06,,,,,,,,,,
2000-06-07,,,,,,,,,,
2000-06-08,,,,,,,,,,
2000-06-09,,,,,,,,,,
2000-06-12,,,,,,,,,,
2000-06-13,,,,,,,,,,
2000-06-14,,,,,,,,,,
2000-06-15,,,,,,,,,,
2000-06-16,,,,,,,,,,
2000-06-19,,,,,,,,,,
2000-06-20,,,,,,,,,,
2000-06-21,,,,,,,,,,
2000-06-22,,,,,,,,,,
2000-06-23,,,,,,,,,,
2000-06-26,0.012521606067779651,0.01962962285562725,0.009635540833228377,0.011795126408673667,0.007565647969870278,0.006312165510758582,0.009621206280756897,-0.001800720138701553,-0.0038652026884640122,-0.005975514333310555
2000-06-27,0.0036982188952716594,0.012190316698954899,-0.0021041573122659598,0.0003447003543253408,-0.001977443514442445,-0.002065139963980168,-0.006899683214963922,-0.008871818352020108,0.003188672084649643,-0.012530615649593986
2000-06-28,0.006879661675781699,0.003070052654507082,-0.0034039248941248124,-0.0002589769620721296,0.0014198418081808328,0.0009193957222028591,0.010816353021544503,0.0043620064964843,-0.004811037688304711,0.0009596429435167239
2000-06-29,0.000666431943672767,0.009856693257131942,-0.005881999964628807,0.0005362157324339495,-0.010447094157609256,-0.0035709995806135647,-0.004345992157123614,-0.006548786286757285,-0.008796668023741926,-0.0003766663187850628
2000-06-30,-0.0011269562048775326,-0.008189211642777392,-0.005188494328595969,-0.00030326931224955423,-0.008483271788982304,-0.009036530475231966,-0.002206571351558301,-0.00585339861617098,-0.005396962265600384,-0.008480100331141696
2000-07-03,,,,,,,,,,
2000-07-04,,,,,,,,,,
2000-07-05,,,,,,,,,,
2000-07-06,,,,,,,,,,
2000-07-07,,,,,,,,,,
2000-07-10,0.022955419702241762,0.018711848146678547,0.01814430809899905,0.013030616795351764,0.003082642907490876,0.0002966956422996282,0.0014778184626679795,0.0016605321262477893,-0.006926411222100578,-0.011720106150385145
2000-07-11,0.0024033570718405336,-0.004196163295037001,0.00507995332493775,0.00611920474026878,0.013527226606311874,0.012548528067657804,0.008669238566576573,0.008643418722901319,0.006381916459090069,0.02166446759107078
2000-07-12,0.009492057846543991,0.01467354348380546,0.015763049451764082,0.006629175865573969,0.007167686442309772,-0.000993022352615646,0.004941233539434663,-0.004662818840929821,0.0034752307535678,-0.005697198223332627
2000-07-13,-0.006234093697255364,-0.003209006688199148,-0.012666659834890804,-0.004442193139651109,-0.00452300176566258,-0.0011239788468852812,0.009278572232296379,0.0074433585703511,0.000677615894782269,0.012608297416132735
2000-07-14,0.006208627022791671,0.00922041122499591,0.015161472111944949,0.0021589413821957774,0.010173720800036642,0.0003960375027037015,-0.0033238603917999225,0.0038570508071787456,0.002141957575014199,-0.0008550071316235407
2000-07-17,0.003059321796736336,-0.007440853101995926,0.003914908288369599,0.000508986524811635,-0.006631181683075051,-0.004328643005704105,-0.008500398656223295,-0.005123083968269593,-0.001913611259316137,-0.011873498060091917
2000-07-18,0.004434649926572469,0.009105138951870356,0.006799154294676832,0.0032467491000779474,0.003924048486293374,0.0057768124890199245,0.007695879586509405,-0.00046023632495838707,0.011448954079600733,0.005319300063495333
2000-07-19,0.004705647765928756,-0.001554554074862573,-0.0007072792383982778,0.010737529654108692,0.0039347340966272674,0.005663750251531231,0.00034558275051052405,-0.0011583619811438009,0.0034205461730141035,0.0015586560277123405
2000-07-20,-0.005162397267272677,-0.0036933808671113172,-0.0037103980949677986,-0.004631852763909042,-0.0021571182617633362,-0.004168546081755178,-0.009476742457572967,0.010921254858662069,-0.0011453302054540977,0.0007826167576902795
2000-07-21,0.00359750891374182,0.0010329180261682857,0.0016506847807945973,0.00032191524409533177,0.005233090126021584,0.004050205586979529,0.002849676868719243,0.0017959453646072432,0.005077268594403506,0.0010199386487178617
2000-07-24,0.006467077998457952,0.002020402130118207,-0.001966151305009346,-0.00031275157414575823,-0.002650625050787087,0.0004479960149584182,-0.011274274603940142,-0.0054204984834083396,-0.009899937598569256,-0.013236113378095576
2000-07-25,0.004200069219885096,0.005839325573665403,0.0011913013189232817,0.003492193875545181,0.0016827134480502876,0.004879453175018944,0.00296925566913745,0.00456149953213597,-0.001846964537960173,-0.00010019819411662758
2000-07-26,0.010366048081548338,0.008354863168150529,0.006076668734862246,0.006911640368126121,0.005492137544215007,0.005850561734344712,0.005684528289990492,0.002552786515333153,0.007914292171449275,0.00822806990789407
2000-07-27,-0.005629834092649801,-0.00790488485912962,-0.0015031664105723576,0.0009698208301449714,0.004712524008354045,9.838821908706997e-06,-9.720919561886362e-06,-0.0007964870702627186,0.002017677264829874,0.0035221342205225825
2000-07-28,0.0016552473387562799,0.004337318952679069,-0.0006207197650272681,0.00017186179524198363,-0.0013279668145580736,-0.005327805776011082,0.0017792532246973464,0.0016446530453771307,0.004743886906206388,0.006885549268360247
2000-07-31,0.007485432529520873,0.006343249202582269,0.0007591369705920031,0.008015280880051486,0.004168863900217751,0.0038851120120414005,0.0017938696630344362,0.005284276437172577,0.008463002821146884,0.006419038386478436
2000-08-01,-0.0006865068638198448,0.0022397483281549097,0.0015726074392723502,0.001973787153420617,0.005034141195358447,0.0016174072656298351,0.002260238294251514,-0.0014481875699411159,-0.0018982973498941657,0.004534440609545996
2000-08-02,0.0010506626729188317,-0.005593814543698653,0.00012731636073734355,-0.0007631527755539084,0.0008595145224756988,-0.0014862460404139618,0.006204842429712495,0.0029548041257652135,0.0021573200868075654,0.0023116349821595155
2000-08-03,0.0020535697614773737,0.002750131082983295,0.0024624678463999136,0.0014850647443030375,0.00021564030285740367,0.0027460023391995838,0.007825298363341254,-0.0013708417751214913,0.007917956167351397,0.0050121979682548855
2000-08-04,-0.013171712888660978,-0.01542787897359767,-0.009147414838512828,-0.009138748700788828,-0.010684051969964992,-8.197979134740653e-05,-0.00675559235861767,0.0005903316083984121,-0.007916278051342549,0.01056677122184616
2000-08-07,0.004199466181948658,0.005365889828895321,0.007850192271173097,0.009754006154499227,0.002469945172263374,0.0011456243575342464,0.004453029141148858,0.0039838871950017936,0.006518555693440128,0.006596954062614567
2000-08-08,0.006554674752192609,0.005165054975741774,0.004545990850924777,0.003249763726308548,0.007546016410842138,0.00506910637426306,0.007681609191813045,0.008171184137611281,0.006360227858605998,0.006916715607326424
2000-08-09,0.004901294322150427,-0.0005138050064816802,0.00365469689815174,-0.003251576428458626,0.0009751789877461897,0.00791631336702333,0.004524129225607358,0.0031669890925743495,0.006899075202156818,0.01010523787543051
2000-08-10,-0.002200694520006886,-0.0049459318784061,-0.0037825544067860623,0.0013566372294563263,0.0004506355874958038,-0.00044036664867315006,0.003080155278777581,0.0052718511667564595,0.003090494466137924,0.004624785189322446
2000-08-11,0.002626769728856503,-0.00038841769230392177,0.0014799167195382224,-0.0029265292968547827,0.0025460700577578715,0.0007949403989826538,-0.0008910813599899128,-0.006243359388124092,-0.000769619854136146,-0.004104480297541546
2000-08-14,0.008624552252417608,0.008620946338422298,0.00254484489296352,-0.00025328834647411877,0.006853903607991096,0.004924254350731664,0.0038399460511734035,0.007864649921865065,-0.00033115971436122234,0.006081976937646678
2000-08-15,-0.00038241512782100643,-0.004985486114656655,-0.006615551020245372,-0.004780405505211101,0.0008441671630939902,-0.0001877920317525022,0.0038935561430645657,8.170325521357513e-05,0.0018016811023297313,-0.0063857631361089765
2000-08-16,0.005307731139452268,0.0017349859674665215,0.008204665048978944,0.001801303989439285,0.005174285732037084,0.0008604800127511838,0.0020209257009283746,0.00634784472708483,0.002721111821441862,-0.0020086814745093984
2000-08-17,0.0031423574218639645,0.0007244229484763057,0.0031304178468761247,0.01183618244932303,0.0037851572511280315,0.0009111745874968141,0.001745902478409386,0.00043186664074367837,-0.0011131426840821274,-0.0013108149233268002
2000-08-18,-0.0033053461641965884,0.003008906680305652,0.0020923885314715184,-0.0036201773075759604,-0.002633526691854768,-0.002548115988809165,0.00197148404725931,-0.001410855784396694,-0.0019497713424697339,0.00045161135551535255
2000-08-21,0.013846876153379296,0.009855871703552052,0.014517847817022188,0.007302075980745303,0.010101930565617522,0.01188162599648474,0.005626600448148191,-0.001403682466969361,0.0005323125702868981,-0.0038400731850144736
2000-08-22,-0.01843536074104982,-0.021405444717601932,-0.018690777043346055,-0.014062361099580865,-0.019051020877785565,-0.014138215886871168,-0.01465089286028437,-0.013419217940537447,-0.012063582734626925,-0.013635793097072963
2000-08-23,-0.009461689720370148,-0.012289956644995572,-0.00914366175583759,-0.003820469271463038,-0.011504294798229798,-0.006974613554047405,-0.0010519044725384066,-0.009821823802597614,-0.010377731984729466,-0.015586055689925805
2000-08-24,0.008639325479707144,0.0033950990196078587,0.006906203348854022,0.00847892355217473,0.00543566304820464,0.009057542282424468,0.00547032157775821,-0.0005188247940301023,0.006441762291074841,0.007568207785923487
2000-08-25,0.009918608020688158,0.006650689827874034,0.005463327283958681,0.0038308262769221157,0.004873750463833213,0.005067503111249124,0.004796466711394531,0.01092241068546533,0.010307766315075855,0.008943873158294258
2000-08-28,0.013232111204364629,0.008615668184555366,0.006863180757967497,0.00550350336729789,0.008246527648686976,0.005627830992223875,0.006074607229107842,0.008052893768524885,0.0004912952748219628,-0.00034212918808123634
2000-08-29,0.004882817574063354,0.006773807832464851,0.0010624279215876648,0.0008194815228103308,-0.0018355594670068727,0.004846104803690255,0.002493254725540682,0.0024183548899017666,-0.0015851709848600194,-0.001455637698534795
2000-08-30,-0.014613659838482774,-0.017366199183071494,-0.015238493463504388,-0.015030939372882407,-0.011328146082263353,-0.013731197015089236,-0.015152662560028006,-0.007857393633375565,-0.00864246635292173,-0.00865138312448319
2000-08-31,-0.033598289622439687,-0.03402435468260508,-0.032292707690031196,-0.025245589526269756,-0.021766909282521858,-0.0223566278231715,-0.030206588940344992,-0.024445093391095723,-0.021012259154912064,-0.016389312027499877
2000-09-01,-0.01586034152151563,-0.016174062603881316,-0.011712593991733107,-0.010219362451885919,-0.006490179404988698,-0.005173091813302812,-0.01050376848952448,-0.010724587566432122,-0.008918265234897528,-0.0074323528995652414
2000-09-04,0.0045048884828135126,0.007861951710536443,0.006566473688047584,0.004219009249768143,-0.001384480561898881,0.015074925834878582,0.0009107342835084082,0.009481533605530747,0.006738521378540943,0.0006858242032622649
2000-09-05,-0.024586033754468852,-0.025149644842261325,-0.02719304497891743,-0.025009535391809456,-0.020748613396429045,-0.020205942619900035,-0.016599970953309954,-0.01569490537678656,-0.018241054644656862,-0.01702963375081311
2000-09-06,-0.028408182465691822,-0.02992467903081542,-0.026334300052754413,-0.017875205720069176,-0.023557795893324154,-0.015223740703063779,-0.014199564891802558,-0.015357986133643529,-0.011104181000508929,-0.017998413886772847
2000-09-07,0.014508483058224799,0.016837405672105333,0.015523064931627606,0.014813602969029326,0.014851682950786978,0.01132634174598158,0.010514803738875004,0.01170481138799388,0.011925443824946133,0.007433602962831056
2000-09-08,0.004129949372073771,0.006961789848290944,-0.000168074706289274,-0.00032508411344954246,0.0035019506035894963,-0.001364789859643526,0.008101305075950343,0.010203945348647936,0.0014212127898619365,0.0027546794580452557
2000-09-11,0.0028021363888027224,0.007445132488521779,0.00549084344450759,0.006405493732540002,0.006700226874969632,0.0017164675350684981,0.007564143858367993,-0.001236540512168648,0.004514850493381301,0.0007391090825246769
2000-09-12,0.011737510398088997,0.007660766337358711,0.0022331193365434155,0.006185968976722657,0.006512838116874773,0.008394753036551187,0.006787246304560398,0.007081347362737623,0.004065262177927472,0.0035191378850684975
2000-09-13,0.005685897575931915,0.0039228738417739235,0.01655240802514116,0.006777036746810897,0.003830590022244553,0.011893101963603934,0.0036360703539117774,6.12156612681351e-05,0.005394191195033109,0.006486550643726525
2000-09-14,-0.010381803096440548,-0.006716749864436126,-0.00456415161104165,-0.0028190765510435227,-0.00645926093370578,-0.006759112896768521,-0.0031425990585524735,-0.0015140853916171117,-0.000137108512295794,-0.004473769679978612
2000-09-15,0.0018194538497657076,-0.0020730616073713058,-0.00025817952437445893,-0.0018765025774192506,0.0017875767950270667,-0.0030695549748810756,0.0014522408569085782,0.0023969059105718575,-0.0016869854879939072,-0.002148372113012782
2000-09-18,-0.021048942638126865,-0.01632284114008351,-0.017102795847330265,-0.014185396863870986,-0.013193186788536423,-0.016900383883486057,-0.018872545322147417,-0.011842442903186675,-0.014065496030198112,-0.020030173099820345
2000-09-19,-0.020681882985746112,-0.02419716204659188,-0.023547672188367424,-0.024372018356435154,-0.022033540394523564,-0.025360221126905773,-0.020716460081204584,-0.023948980277469514,-0.020067011555140214,-0.022656137267456657
2000-09-20,0.014111124133149924,0.01438628889082165,0.010751416669733949,0.009989196980615603,0.011924440338250688,0.007673784828295831,0.008612786493141672,-0.0012616062303941811,0.013014421251618676,0.00532287042201301
2000-09-21,-0.011919271332374706,-0.008938355441922957,-0.0010387639176116716,-0.007288408887989901,-0.010301479528867457,-0.0089554483605393,-0.006711170582417905,-0.00831319447897788,-0.00829795861473576,-0.008632623780006503
2000-09-22,-0.010370721372447303,-0.012073630454013776,-0.006588893213791089,-0.0072097527693298765,-0.014524002964539595,-0.010520748180612821,-0.007907225092670264,-0.009263990842339443,-0.010168595923685846,-0.005224676007295778
2000-09-25,-0.01250015362872038,-0.010851987363882617,-0.013127367528786175,-0.006946447788706349,-0.007194103817791279,-0.014507458638286157,-0.0063720062767208836,-0.01475471264038046,-0.004376692300404841,-0.0035158342143866966
2000-09-26,0.006557740357736824,0.003397804946612933,0.006606528792459101,0.007686634508126437,0.005153556493198483,0.0067369731349100825,0.0002952570928592886,0.007136583870340247,0.0037310743608627117,0.010602174948347686
2000-09-27,0.01307908735162791,0.015151621908414872,0.01500118296596761,0.009937486372262582,0.018932777603388098,0.011489765400265384,0.009149660433776458,0.016586575475964902,0.013003171553888639,0.009758093595505082
2000-09-28,-0.015749242977632305,-0.016634976307417004,-0.015497070855231242,-0.013039133491721198,-0.011874430011371492,-0.012185193315678293,-0.009747735618097468,-0.014692070604245176,-0.013015703274533708,-0.011231143492688748
2000-09-29,0.00815430372549716,0.009077942599273232,0.011535792320098888,0.010906270277132568,0.013290295256870007,0.010018837447051449,0.013506905420448592,0.014316766782938835,0.008919908301187255,0.01089164949248543
2000-10-09,0.004608673690653496,0.005646854562713965,0.00476183158223006,0.0037916362572273346,-0.0017471629190375468,0.008475022895423354,-2.635543865109311e-05,0.0001760368033692265,0.0017205272801258384,-0.007081439091017904
2000-10-10,0.016537950833119056,0.021597780425387507,0.01470298716235663,0.01752614840421461,0.018384083729748528,0.01221336695898253,0.010324977191684999,0.00858764028580163,0.008057321142751095,0.0014158837805723376
2000-10-11,-0.0069751594139628465,-0.0062541777593653845,-0.003569909852908261,-0.00348888114151589,-0.007816206848904193,-0.004949506339440037,0.002081366636983211,-0.003720647539698497,-0.008116655086200636,-0.0006348174643048979
2000-10-12,-0.004060709274005516,0.00048678031483209667,-0.003838636979198341,-0.0078097334602408265,-0.006537754368858209,-0.0038955037343288276,-0.006078925048447994,-0.003753183084007587,-0.009916669985488527,-0.010814399410831243
2000-10-13,-0.00036751554917697425,-0.002270419530767764,-0.002400621924410988,-0.0010762090084699822,-0.0034769351070688837,-0.004323199394978572,-0.008044606769330172,-0.007141463939515944,-0.0039919891981782685,-0.004839952232931172
2000-10-16,-0.008995153534748113,-0.004371336900177304,-0.0067431228895340305,-0.009079002211251956,-0.009725939680501939,-0.0047092439710830465,-0.013296252308984865,-0.004703608092144272,-0.010030884111663816,-0.005627440579295499
2000-10-17,0.0064382978117797475,0.0035872165550487473,0.0011662567648619672,0.00032678995172004264,0.0008751188832466952,0.003827684595131717,0.00322579999363545,0.009725729457781523,-0.00024211254885464975,-0.0022303763150388297
2000-10-18,0.010788251728378063,0.005588945700615894,0.009885364867423824,0.01181375808653744,0.002555784586331636,0.005733665048362138,0.010889976746073686,0.00878870151234934,0.0033073283976225625,0.008835128848962565
2000-10-19,-0.008124303070105636,-0.004812511053658341,-0.005283226255154407,-0.005086919218714498,-0.008902050525732157,-0.001957680185299552,-0.003301457464172628,-0.008291240400912742,-0.004906833831908857,-0.004428498670344851
2000-10-20,0.016945456866053546,0.012736493155235498,0.0115948289735866,0.01664700630250501,0.017787181363043067,0.01529106577002579,0.012339976491349164,0.023302616473763485,0.01229594189653868,0.026923714699991785
2000-10-23,0.00908331169100935,0.005645378234308204,0.006381635730524011,0.0063253407764393855,0.007616698029295529,0.008565398084968269,0.00531136323163254,-0.0009949534093277145,0.0009755770184578887,-0.005310406021572714
2000-10-24,0.0014410881280826745,0.00289302174842185,-0.00301593843303402,0.0014533886850192769,-0.0003823858336217333,0.003235999019204352,-0.0018759866650844264,-0.003810337070094063,-0.008475863878669925,-0.006225547905174199
2000-10-25,0.008667699634092038,0.007573735904252918,0.010706592446420613,0.008763441168224341,0.003038050185412791,0.009163661376127398,0.006861021104130027,0.006606191258213618,0.0002028265402966152,0.0028153415041191916
2000-10-26,-0.007658647346571917,-0.0049161526458151895,-0.009020086831476024,-0.00803173785254714,-0.0015410521225965278,-0.007726965523478288,-0.00660553379859102,-0.0014885692654484175,-0.007399284975650207,-0.0082872972127501
2000-10-27,0.005258738218386472,0.0020575471090813354,0.00022625360177120285,0.0007224744075687226,0.005365779394923541,-0.0011252427225042114,-0.0010382191716291173,0.0009719345808479078,0.00364185397750479,-0.0005880690560254305
2000-10-30,0.005439946213256419,0.005861717642489846,0.0030243976935377817,0.0022440124277602774,0.0001935949045620997,0.0013028275275705496,0.0053861064199803325,-0.002820367912111787,0.0003333520365954093,-0.003160188593140112
2000-10-31,-0.005869515297138373,-0.0089317151997215,-0.008594034943435169,-0.0030165166868245906,-0.00400929818624333,-0.004810142755205279,-0.001839680861612055,-0.004227012476250963,-0.0021536393923018604,-0.0044842667929547286
2000-11-01,0.005803331043480783,0.00752839560218152,0.009500415806495143,0.0075554712224337175,0.006944589236799673,0.010477360072417506,0.006211690138192815,0.004232934532925034,0.0070073532462802905,0.012949833780193988
2000-11-02,0.008849243129035438,0.004281340656521906,0.002997768972317918,0.003422261781142618,0.006476551628451014,0.004070891834804356,0.003311761568262711,0.0033414946165792564,0.0031430562700197947,0.0043489305130685755
2000-11-03,-0.0017255596620841332,-0.004287541169788199,-0.005418575198946266,-0.002718178335755539,0.0010195673229147707,-0.0067242889332250816,0.0002783073234857507,-0.00448884684155312,-0.0038262421638546613,0.002163080228755099
2000-11-06,0.007937845647324955,0.008810578167919648,0.006680874337580244,0.0009258318055581187,0.0001781869259518291,0.00439421887718009,0.0037880684275135514,0.0012973359568534042,0.004136693373050452,0.0011543188131274012
2000-11-07,0.0038939541040667863,0.004719004239954273,0.0008480093059330322,0.001191888846358642,-0.00036222433167349327,-0.0003415304009746259,0.0034579117144505835,0.0037149518193114557,0.0018994496054567556,-0.0012698637302656429
2000-11-08,0.006515190995568802,0.004807112681594463,0.009352670598674055,0.00629298839299047,0.012753640271211406,0.0075677919815401035,0.006232329099239236,0.003809770576589076,0.002621411049446434,0.005691929103651237
2000-11-09,0.00961643944074678,0.0060636200123844845,0.013927896150084032,0.011699887804619924,0.00961697531591264,0.009087578926941215,0.009415394788487245,0.016824853752188673,0.01083862507248147,0.02587994336152128
2000-11-10,0.011864907020923651,0.006625945738427091,0.010059586882254744,0.01136131543098997,0.005648201757972613,0.005109630595220587,0.005091417831774526,0.005669264832220204,0.006301824569626573,0.01670588297667204
2000-11-13,0.011049304759737314,0.01219104942962014,0.016553979775101816,0.02084647894571864,0.0121412195996249,0.0168319967234988,0.009550006270081679,0.010982767565568872,0.00890243573331034,0.007492082161496105
2000-11-14,0.007696654294996935,0.007131917365690438,0.006837387543748306,0.015385083957417561,0.009504554335214823,0.0036992055791041697,0.0034860280208405684,0.00739788464473216,0.007772413376473664,0.0007493318069220448
2000-11-15,-0.001430145817901436,0.0028709782956742166,-0.0007309809539264201,-0.004671996531950299,-0.003843844005112708,0.0005263328840899751,-0.0020640993723888184,0.0026552614032256815,-0.0032695953336935764,-0.002503988214966476
2000-11-16,0.010792740819882903,0.011790868907165401,0.008003001594515613,0.010927454063130325,0.006637118074122576,0.00491390978498098,0.005932658455385954,0.004237660286264301,0.0011584757979000862,0.004281445379657162
2000-11-17,-0.006341224784249521,-0.004589959768564141,-0.005897411657212704,0.0034197536699089688,-0.0021368553272768263,-0.004087689862308483,-0.0013573435469055833,0.0050587251382672406,-0.0007322124836400626,0.0028564368196966066
2000-11-20,0.009920462646884546,0.011407827929257475,0.006499830434355606,0.009356122585632988,0.009085115421699643,0.010274990876572623,0.0002763934386537074,-0.000488111991686521,0.00018707104462568116,-0.004588688766766305
2000-11-21,-0.0056507507076567765,-0.0036381446854314237,-0.006534557951999204,-0.003063713439903902,0.004141761532741038,-0.0015411340843114753,-0.0032808928404467305,-0.0025701862236853384,-0.0023884634776341574,-0.0018327617897296814
2000-11-22,0.009625593715507228,0.008648871882612446,0.0070201437069197575,0.0069657483905512215,0.011766257739888484,0.01001041136035259,0.00975505030230158,0.005820979683113765,0.007786981519170389,0.00695470181663564
2000-11-23,0.007582876443616919,0.006180915230290048,0.003301217798590556,0.00197813996784115,-0.0007466535210827372,-0.0015450049932935336,0.0007376223556030495,-0.0010543319490034378,0.005495617111485488,-0.00046089053579554355
2000-11-24,-0.035556416567816676,-0.03692929880463856,-0.0350253272884982,-0.035636795147247845,-0.03949771176007305,-0.031666594914206876,-0.027625527138416157,-0.028146430406987694,-0.02085726602702204,-0.024184629092739007
2000-11-27,0.0023424684046147917,0.0016765860980567583,0.0019601186259600315,-0.00304877854074834,0.0010237485125788987,-0.003711124570422784,-0.002180156578963795,-0.0005657736852300599,-0.006911446483240199,-0.01093231251598873
2000-11-28,0.017958090366490334,0.018326047647703625,0.016914790245899935,0.01441328900821476,0.012598950944158986,0.012586530179168262,0.014666150214908337,0.013850152763167393,0.012523769634141412,0.010593826374442108
2000-11-29,-0.0007232648927014433,-0.008983449960645366,-0.006125781287858065,-0.006763981491157494,-0.00811473736024431,-0.006196935064482992,-0.004562060238014065,-0.007300195453211627,-0.002295912431485037,-0.004078378883856623
2000-11-30,0.0028424092798055123,0.0021202470496985387,-4.4119924220956076e-05,0.0010962851921973845,0.0019131675123368803,-0.001711415268638678,0.0017448306199398089,-0.00026246039197849204,0.00040259893795177424,-0.0001470235792141999
2000-12-01,0.003750457694163209,0.006136736627618629,0.007876948991107925,0.005947097086485898,0.00564374331662653,0.0015769516608490884,0.003381810661546352,0.003578206841093201,0.0011267648921324737,0.0024881180215903286
2000-12-04,0.013888190740572095,0.011563838871175285,0.00818689828520328,0.006744779931586685,0.004402213373566227,-0.0008378888172597227,0.003764805683935702,-0.0017185756871876635,-0.0004370386296652514,-0.0006754659876136429
2000-12-05,-0.003351254229176698,-0.004639649846810572,-0.0022139838306000797,-0.003064406450078666,-0.0006220238170968242,-0.003508033316895123,-0.0009432226615367443,-0.00240268186408233,-0.003490549940499716,0.00037670132113415666
2000-12-06,-0.011737053076707634,-0.013106248252235471,-0.0137169731434802,-0.014800478430250421,-0.005739154698612383,-0.00267020354693675,-0.0069125841445581765,-0.0062744075952930346,-0.006173231956079979,-0.004487068656997061
2000-12-07,-0.0001461238015816998,-0.003753232943314779,-0.0016171442969373797,0.0005511461888076041,-0.0009216668109528865,0.0001425288599546103,-0.004457885481186291,-0.002420777648790902,-0.003926307795984954,-0.0026923085639247893
2000-12-08,8.229828214637686e-05,0.0012213621736607248,0.002510894706240329,-0.003014592867272682,-0.0016386263262551603,-0.0011985730650705868,0.0017758676630957307,0.0024591184992059176,0.00017081126483251555,-0.0005086152127170444
2000-12-11,-0.01686977930122517,-0.014543537963022664,-0.016760170703204458,-0.016833700884047464,-0.01514406135820855,-0.015551117864474943,-0.010134973623820822,-0.014313996627710091,-0.01553516743498159,-0.012586520387829942
2000-12-12,0.009197138124469033,0.005637587044630105,0.00822242617137805,0.00811970877442115,0.004985305586552405,0.006015169086513219,0.005591818487364736,0.005681972385101492,0.004044430662392739,0.007297208227270226
2000-12-13,0.001314131455940128,-0.0018676998505802506,0.0016950873230575608,-0.0009481634757336436,-0.0029303555851565802,0.0035184499115481077,-0.0010451734527329312,-0.003200879807439302,-0.0014046251327600604,-0.0020036403279235096
2000-12-14,-0.00618065189180308,-0.0011624814926291074,0.0009781545047536692,-0.0019588801728239757,-0.002783737331409098,-0.00109379912750826,0.0002728766705656577,0.0017198912406457077,-7.48391261671112e-05,-0.004380448765757685
