trade_date,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
2000-01-04,,,,,,,,,,
2000-01-05,,,,,,,,,,
2000-01-06,,,,,,,,,,
2000-01-07,,,,,,,,,,
2000-01-10,0.013019476719166055,0.016114515307588104,0.0158125775321425,0.01648846918659839,0.019743552746297046,0.020893589432805646,0.020273873846315005,0.02517091341898062,0.018903046687986397,0.03978981903435812
2000-01-11,-0.03979114965834132,-0.044529170289647875,-0.04431601175616634,-0.03804542406995407,-0.04333209503330972,-0.038390901913566096,-0.04765829742186244,-0.044642340477178195,-0.04174265724922948,-0.04023261873147259
2000-01-12,-0.02183634664757051,-0.023213142356383033,-0.022505080515094755,-0.026246033913836578,-0.023636888636591698,-0.026267914154863136,-0.03130766273342112,-0.030468811284777,-0.03542201963905185,-0.03804596753596712
2000-01-13,-0.006235108991515068,-0.007013438705238609,-0.005623928554291743,-0.007401489714655763,-0.007254333445633644,-0.004978990912097637,-0.008931813067373902,-0.008494301208324005,-0.013723737768591815,-0.018359240533306183
2000-01-14,-0.009114029583351273,-0.009636843491764354,-0.014492732507372963,-0.011938419649341886,-0.00979257272315192,-0.008478781691892073,-0.010996188425505132,-0.011249365103855729,-0.010808532374887287,-0.009765283715615771
2000-01-17,0.009704408417227915,0.011986335469096545,0.014837066155474494,0.011447729916793126,0.013650213243749793,0.016966607837428923,0.02041754653092124,0.020726257226379333,0.021342633518812316,0.03794388697259996
2000-01-18,0.003614087883720431,-0.002069880552391941,0.007473318603343355,-0.0007787058700190726,0.0017250933615917529,-0.0016766463420618979,0.003241833473197884,-0.001143587983115673,-0.008331515046429323,-0.022618615727261607
2000-01-19,0.01173486275917162,0.011320345439418737,0.009811649037103437,0.0237424799715633,0.014577668113813759,0.011908458324410502,0.007399973568831181,0.016102490962983322,0.007763452974276131,0.00703111067670569
2000-01-20,0.015393812839464166,0.011800051797849284,0.010418537350270329,0.022505819481958143,0.005594753238363378,0.013426989466897058,0.02328110988214974,0.016837283365962734,0.028050649205013715,0.03418392302858401
2000-01-21,-0.004286115328262846,-0.007777657652765351,-0.001103137963403475,-9.062316877154016e-05,0.007209401139167459,0.003864261434725562,0.0021706037860615424,0.013734640907883962,0.010204475653895968,0.010969591622362634
2000-01-24,-0.005869279698165007,0.0037135878321971163,0.008900730476623838,0.006463420988889147,0.013194031438259205,0.016606259753593342,0.025891284084489437,0.029252091060487092,0.017326103445034238,0.028611649260682683
